Rank;Final Worth;Person Name;Age;Country;City;Source;Industries;Country Of Citizenship;Organization;Self Made;Status;Gender;Birth Date;Last Name;First Name; Title;Date;Birth Year;Birth Month;Birth Day;CPI Country;CPI Change Country;GDP Country;gross_tertiary_education_enrollment;gross_primary_education_enrollment_country;life_expectancy_country;tax_revenue_country_country;total_tax_rate_country;population_country;latitude_country;longitude_country
1905;1500;Safra Catz;61;United States;Redwood City;Software;Technology;United States;Oracle;TRUE;E;F;12/13/1961 0:00;Catz;Safra;CEO;04/04/2023 05:01;1961;12;13;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Chang Kuo-Hua;68;Taiwan;Taipei;Shipping, airlines;Logistics;Taiwan;;FALSE;D;M;01/01/1955 00:00;Chang;Kuo-Hua;;04/04/2023 05:01;1955;1;1;;;;;;;;;;;
1905;1500;Chu Jian;60;China;Hangzhou;Manufacturing;Manufacturing;China;;TRUE;U;M;04/01/1963 00:00;Chu;Jian;;04/04/2023 05:01;1963;4;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Sandor Csanyi;70;Hungary;Budapest;Finance, real estate;Diversified;Hungary;;TRUE;U;M;3/20/1953 0:00;Csanyi;Sandor;;04/04/2023 05:01;1953;3;20;121.64;3.3;$160,967,157,504 ;48.5;100.8;75.8;23;37.9;9769949;47.162.494;19.503.304
1905;1500;Ana Lucia de Mattos Barretto Villela;49;Brazil;Sao Paulo;Banking;Finance & Investments;Brazil;;FALSE;D;F;10/25/1973 0:00;de Mattos Barretto Villela;Ana Lucia;;04/04/2023 05:01;1973;10;25;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
1905;1500;Federico De Nora;55;Italy;Milan;Electrodes;Manufacturing;Italy;;FALSE;D;M;3/23/1968 0:00;De Nora;Federico;;04/04/2023 05:01;1968;3;23;110.62;0.6;$2,001,244,392,042 ;61.9;101.9;82.9;24.3;59.1;60297396;4.187.194;1.256.738
1905;1500;Bharat Desai;70;United States;Fisher Island;IT consulting;Technology;United States;Syntel;TRUE;E;M;11/20/1952 0:00;Desai;Bharat;Chairman and Co-founder;04/04/2023 05:01;1952;11;20;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Mohammed Dewji;47;Tanzania;Dar es Salaam;Diversified;Diversified;Tanzania;;FALSE;E;M;05/08/1975 00:00;Dewji;Mohammed;;04/04/2023 05:01;1975;5;8;187.43;3.5;$63,177,068,175 ;4;94.2;65;11.5;43.8;58005463;-6.369.028;34.888.822
1905;1500;Egon Durban;49;United States;Atherton;Private equity;Finance & Investments;United States;;TRUE;E;M;8/23/1973 0:00;Durban;Egon;;04/04/2023 05:01;1973;8;23;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Fu Mingkang & family;60;China;Ningbo;Manufacturing;Manufacturing;China;;TRUE;D;M;3/17/1963 0:00;Fu;Mingkang;;04/04/2023 05:01;1963;3;17;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Alan Gerry;94;United States;Liberty;Cable television;Media & Entertainment;United States;;TRUE;E;M;12/25/1928 0:00;Gerry;Alan;;04/04/2023 05:01;1928;12;25;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Philippe Ginestet & family;69;France;Pujols;Retail stores;Fashion & Retail;France;;TRUE;D;M;01/01/1954 00:00;Ginestet;Philippe;;04/04/2023 05:01;1954;1;1;110.05;1.1;$2,715,518,274,227 ;65.6;102.5;82.5;24.2;60.7;67059887;46.227.638;2.213.749
1905;1500;G. Gnanalingam;78;Malaysia;Kuala Lumpur;Ports;Logistics;Malaysia;;TRUE;D;M;09/10/1944 00:00;Gnanalingam;G.;;04/04/2023 05:01;1944;9;10;121.46;0.7;$364,701,517,788 ;45.1;105.3;76;12;38.7;32447385;4.210.484;101.975.766
1905;1500;Esther Grether;87;Switzerland;Basel;Art collection;Fashion & Retail;Switzerland;;FALSE;E;F;01/01/1936 00:00;Grether;Esther;;04/04/2023 05:01;1936;1;1;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
1905;1500;Wei Gu;58;China;Shenzhen;Consumer electronics;Manufacturing;China;;TRUE;E;M;1/27/1965 0:00;Gu;Wei;;04/04/2023 05:01;1965;1;27;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Patrick Hanrahan;67;United States;Portola Valley;Software;Technology;United States;;TRUE;D;M;05/08/1955 00:00;Hanrahan;Patrick;;04/04/2023 05:01;1955;5;8;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Kenneth Hao;54;United States;Hillsborough;Private equity;Finance & Investments;United States;;TRUE;E;M;09/11/1968 00:00;Hao;Kenneth;;04/04/2023 05:01;1968;9;11;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Jaroslav Hascak & family;53;Slovakia;Bratislava;Investments;Finance & Investments;Slovakia;;TRUE;U;M;8/30/1969 0:00;Hascak;Jaroslav;;04/04/2023 05:01;1969;8;30;115.34;2.7;$105,422,304,976 ;46.6;98.7;77.2;18.7;49.7;5454073;48.669.026;19.699.024
1905;1500;He Zhenggang;69;China;Leshan;Chemicals;Manufacturing;China;;TRUE;D;M;3/25/1954 0:00;He;Zhenggang;;04/04/2023 05:01;1954;3;25;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Niranjan Hiranandani;73;India;Mumbai;Real estate;Real Estate;India;;TRUE;E;M;03/08/1950 00:00;Hiranandani;Niranjan;;04/04/2023 05:01;1950;3;8;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1905;1500;Ho Hung Anh;52;Vietnam;Hanoi;Consumer products, banking;Finance & Investments;Vietnam;;TRUE;D;M;06/08/1970 00:00;Ho;Hung Anh;;04/04/2023 05:01;1970;6;8;163.52;2.8;$261,921,244,843 ;28.5;110.6;75.3;19.1;37.6;96462106;14.058.324;108.277.199
1905;1500;Archie Hwang;70;Taiwan;Taipei;Semiconductors;Technology;Taiwan;;TRUE;D;M;8/20/1952 0:00;Hwang;Archie;;04/04/2023 05:01;1952;8;20;;;;;;;;;;;
1905;1500;Peter Jackson;61;New Zealand;Wellington;Movies, digital effects;Media & Entertainment;New Zealand;Film;TRUE;E;M;10/31/1961 0:00;Jackson;Peter;Director;04/04/2023 05:01;1961;10;31;114.24;1.6;$206,928,765,544 ;82;100;81.9;29;34.6;4841000;-40.900.557;174.885.971
1905;1500;Stephen Jarislowsky;97;Canada;Montreal;Money management;Finance & Investments;Canada;Jarislowsky & Fraser;TRUE;D;M;09/09/1925 00:00;Jarislowsky;Stephen;Cofounder and Chairman;04/04/2023 05:01;1925;9;9;116.76;1.9;$1,736,425,629,520 ;68.9;100.9;81.9;12.8;24.5;36991981;56.130.366;-106.346.771
1905;1500;Rajeev Juneja;57;India;Delhi;Phamaceuticals;Healthcare;India;;TRUE;U;M;7/28/1965 0:00;Juneja;Rajeev;;04/04/2023 05:01;1965;7;28;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1905;1500;Ramesh Juneja;67;India;Delhi;Pharmaceuticals;Healthcare;India;;TRUE;U;M;7/28/1955 0:00;Juneja;Ramesh;;04/04/2023 05:01;1955;7;28;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1905;1500;Ke Xiping & family;62;China;Xiamen;Investments;Diversified;China;;TRUE;E;M;06/07/1960 00:00;Ke;Xiping;;04/04/2023 05:01;1960;6;7;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Kim Jun-ki;78;South Korea;Seoul;Diversified;Diversified;South Korea;Dongbu Insurance Co. Ltd.;TRUE;U;M;12/04/1944 00:00;Kim;Jun-ki;;04/04/2023 05:01;1944;12;4;115.16;0.4;$2,029,000,000,000 ;94.3;98.1;82.6;15.6;33.2;51709098;35.907.757;127.766.922
1905;1500;Sidney Kimmel;95;United States;New York;Retail;Fashion & Retail;United States;;TRUE;E;M;1/16/1928 0:00;Kimmel;Sidney;;04/04/2023 05:01;1928;1;16;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Jim Koch;73;United States;Newton;Beer;Food & Beverage;United States;;TRUE;D;M;5/27/1949 0:00;Koch;Jim;;04/04/2023 05:01;1949;5;27;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Raj Kumar;68;Singapore;Singapore;Real estate, hotels;Real Estate;Singapore;;TRUE;Split Family Fortune;M;5/25/1954 0:00;Kumar;Raj;;04/04/2023 05:01;1954;5;25;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
1905;1500;Spiro Latsis & family;76;Switzerland;Geneva;Banking, shipping;Diversified;Greece;;FALSE;R;M;8/15/1946 0:00;Latsis;Spiro;;04/04/2023 05:01;1946;8;15;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
1905;1500;Peter Leibinger;56;Germany;Schwieberdingen;Machine tools;Manufacturing;Germany;;FALSE;D;M;01/01/1967 00:00;Leibinger;Peter;;04/04/2023 05:01;1967;1;1;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1905;1500;Regine Leibinger;60;Germany;Berlin;Machine tools;Manufacturing;Germany;;FALSE;D;F;01/01/1963 00:00;Leibinger;Regine;;04/04/2023 05:01;1963;1;1;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1905;1500;Nicola Leibinger-Kammueller;63;Germany;Berlin;Manufacturing;Manufacturing;Germany;;FALSE;D;F;12/15/1959 0:00;Leibinger-Kammueller;Nicola;;04/04/2023 05:01;1959;12;15;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1905;1500;Li Jianli;50;China;Shenzhen;Lithium-ion battery cap;Manufacturing;China;;TRUE;D;M;9/27/1972 0:00;Li;Jianli;;04/04/2023 05:01;1972;9;27;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Li Jiaquan;59;China;Chengdu;Chemicals;Manufacturing;China;;TRUE;D;M;09/06/1963 00:00;Li;Jiaquan;;04/04/2023 05:01;1963;9;6;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Li Rucheng;71;China;Ningbo;Apparel;Fashion & Retail;China;;TRUE;D;M;6/13/1951 0:00;Li;Rucheng;;04/04/2023 05:01;1951;6;13;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Li Shui-po;66;China;Kunshan;Stainless steel products;Manufacturing;Taiwan;;TRUE;U;M;08/01/1956 00:00;Li;Shui-po;;04/04/2023 05:01;1956;8;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Scott Lin;90;Taiwan;Taichung;Optical components;Technology;Taiwan;;TRUE;U;M;01/01/1933 00:00;Lin;Scott;;04/04/2023 05:01;1933;1;1;;;;;;;;;;;
1905;1500;Liu Xiucai & family;66;China;Shanghai;Chemicals;Manufacturing;United States;;TRUE;D;M;03/01/1957 00:00;Liu;Xiucai;;04/04/2023 05:01;1957;3;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Lu Zhongfang;80;China;Tonghua;Education;Automotive;China;;TRUE;D;F;12/01/1942 00:00;Lu;Zhongfang;;04/04/2023 05:01;1942;12;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Lu Zongjun;59;China;Shanghai;Logistics;Logistics;China;;TRUE;D;M;06/01/1963 00:00;Lu;Zongjun;;04/04/2023 05:01;1963;6;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Youssef Mansour;77;Egypt;Cairo;Diversified;Diversified;Egypt;;TRUE;E;M;5/21/1945 0:00;Mansour;Youssef;;04/04/2023 05:01;1945;5;21;288.57;9.2;$303,175,127,598 ;35.2;106.3;71.8;12.5;44.4;100388073;26.820.553;30.802.498
1905;1500;Bruce Mathieson;79;Australia;Gold Coast;Hotels;Real Estate;Australia;;TRUE;D;M;2/14/1944 0:00;Mathieson;Bruce;;04/04/2023 05:01;1944;2;14;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
1905;1500;Romano Minozzi;88;Italy;Spilamberto;Utilities, diversified;Diversified;Italy;;TRUE;D;M;03/06/1935 00:00;Minozzi;Romano;;04/04/2023 05:01;1935;3;6;110.62;0.6;$2,001,244,392,042 ;61.9;101.9;82.9;24.3;59.1;60297396;4.187.194;1.256.738
1905;1500;Greg Mondre;48;United States;New York;Private equity;Finance & Investments;United States;;TRUE;E;M;5/20/1974 0:00;Mondre;Greg;;04/04/2023 05:01;1974;5;20;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Mario Moretti Polegato & family;70;Italy;Crocetta del Montello;Shoes;Fashion & Retail;Italy;;TRUE;D;M;8/16/1952 0:00;Moretti Polegato;Mario;;04/04/2023 05:01;1952;8;16;110.62;0.6;$2,001,244,392,042 ;61.9;101.9;82.9;24.3;59.1;60297396;4.187.194;1.256.738
1905;1500;Robert Mouawad;78;Bahrain;Manama;Fine jewelry;Service;Lebanon;;FALSE;E;M;01/01/1945 00:00;Mouawad;Robert;;04/04/2023 05:01;1945;1;1;117.59;2.1;$38,574,069,149 ;50.5;99.4;77.2;4.2;13.8;1501635;260.667;505.577
1905;1500;Jerry Moyes & family;79;United States;Tolleson;Transportation;Logistics;United States;;TRUE;U;M;1/15/1944 0:00;Moyes;Jerry;;04/04/2023 05:01;1944;1;15;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;John Ocampo;63;United States;Los Altos;Semiconductors;Technology;United States;;TRUE;U;M;04/05/1959 00:00;Ocampo;John;;04/04/2023 05:01;1959;4;5;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Stefan Olsson;74;United Kingdom;London;Diversified;Diversified;Sweden;;FALSE;U;M;01/01/1949 00:00;Olsson;Stefan;;04/04/2023 05:01;1949;1;1;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
1905;1500;Rubens Ometto Silveira Mello;73;Brazil;Sao Paulo;Sugar, ethanol;Energy;Brazil;;FALSE;D;M;01/01/1950 00:00;Ometto Silveira Mello;Rubens;;04/04/2023 05:01;1950;1;1;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
1905;1500;Anne Marie See Pastor;;;;Finance;Finance & Investments;Peru;;FALSE;Split Family Fortune;F;;Pastor;Anne Marie See;;04/04/2023 05:01;;;;;;;;;;;;;;
1905;1500;George Pastor;;;;Finance;Finance & Investments;Peru;;FALSE;Split Family Fortune;M;;Pastor;George;;04/04/2023 05:01;;;;;;;;;;;;;;
1905;1500;Nelson Peltz;80;United States;Bedford;Investments;Finance & Investments;United States;Trian Fund Management;TRUE;D;M;06/01/1942 00:00;Peltz;Nelson;Founder;04/04/2023 05:01;1942;6;1;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;David Penaloza Alanis;49;Mexico;Mexico City;Toll roads;Construction & Engineering;Mexico;;FALSE;U;M;01/01/1974 00:00;Penaloza Alanis;David;;04/04/2023 05:01;1974;1;1;141.54;3.6;$1,258,286,717,125 ;40.2;105.8;75;13.1;55.1;126014024;23.634.501;-102.552.784
1905;1500;Karl-Johan Persson;48;Sweden;Stockholm;H&M;Fashion & Retail;Sweden;;FALSE;E;M;3/25/1975 0:00;Persson;Karl-Johan;;04/04/2023 05:01;1975;3;25;110.51;1.8;$530,832,908,738 ;67;126.6;82.5;27.9;49.1;10285453;60.128.161;18.643.501
1905;1500;Mike Repole;55;United States;Windermere;Sports drink;Food & Beverage;United States;;TRUE;E;M;1/21/1968 0:00;Repole;Mike;;04/04/2023 05:01;1968;1;21;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Duke Reyes;66;United States;Palm Beach;Beer distribution;Food & Beverage;United States;;FALSE;U;M;3/23/1957 0:00;Reyes;Duke;;04/04/2023 05:01;1957;3;23;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Kishin RK;39;Singapore;Singapore;Real estate, hotels;Real Estate;Singapore;;FALSE;Split Family Fortune;M;05/05/1983 00:00;RK;Kishin;;04/04/2023 05:01;1983;5;5;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
1905;1500;Carlos Rodriguez-Pastor;63;Peru;Lima;Finance;Finance & Investments;Peru;;FALSE;Split Family Fortune;M;04/11/1959 00:00;Rodriguez-Pastor;Carlos;;04/04/2023 05:01;1959;4;11;129.78;2.1;$226,848,050,820 ;70.7;106.9;76.5;14.3;36.8;32510453;-9.189.967;-75.015.152
1905;1500;Christopher Rokos;52;United Kingdom;London;Hedge fund;Finance & Investments;United Kingdom;Rokos Capital Management;TRUE;E;M;9/21/1970 0:00;Rokos;Christopher;CEO & Founder ;04/04/2023 05:01;1970;9;21;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
1905;1500;John Ruiz;56;United States;Coral Gables;Healthcare services;Service;United States;;TRUE;N;M;01/07/1967 00:00;Ruiz;John;;04/04/2023 05:01;1967;1;7;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Sheryl Sandberg;53;United States;Menlo Park;Facebook;Technology;United States;Meta Platforms;TRUE;D;F;8/28/1969 0:00;Sandberg;Sheryl;COO;04/04/2023 05:01;1969;8;28;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Amnon Shashua;62;Israel;Kfar Shmaryahu;Automotive technology;Automotive;Israel;;TRUE;E;M;5/26/1960 0:00;Shashua;Amnon;;04/04/2023 05:01;1960;5;26;108.15;0.8;$395,098,666,122 ;63.4;104.9;82.8;23.1;25.3;9053300;31.046.051;34.851.612
1905;1500;Ben Silbermann;40;United States;San Francisco;Social media;Media & Entertainment;United States;Pinterest;TRUE;U;M;7/14/1982 0:00;Silbermann;Ben;Cofounder;04/04/2023 05:01;1982;7;14;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Ron Sim;64;Singapore;Singapore;retail;Fashion & Retail;Singapore;;TRUE;U;M;12/01/1958 00:00;Sim;Ron;;04/04/2023 05:01;1958;12;1;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
1905;1500;Leonid Simanovsky;73;Russia;Moscow;Investments;Finance & Investments;Russia;;TRUE;R;M;7/19/1949 0:00;Simanovsky;Leonid;;04/04/2023 05:01;1949;7;19;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
1905;1500;Basudeo Singh;82;India;Mumbai;Pharmaceuticals;Healthcare;India;;TRUE;D;M;11/20/1940 0:00;Singh;Basudeo;;04/04/2023 05:01;1940;11;20;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1905;1500;Frank Slootman;64;United States;Pleasanton;Software;Technology;United States;;TRUE;D;M;10/03/1958 00:00;Slootman;Frank;;04/04/2023 05:01;1958;10;3;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Terry Snow;79;Australia;Canberra;Airports, real estate;Real Estate;Australia;;TRUE;U;M;12/23/1943 0:00;Snow;Terry;;04/04/2023 05:01;1943;12;23;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
1905;1500;Axel Stawski;72;United States;Sagaponack;Real estate;Real Estate;United States;;TRUE;U;M;11/14/1950 0:00;Stawski;Axel;;04/04/2023 05:01;1950;11;14;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Thomas Steyer;65;United States;San Francisco;Hedge funds;Finance & Investments;United States;;TRUE;E;M;6/27/1957 0:00;Steyer;Thomas;;04/04/2023 05:01;1957;6;27;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Sergei Studennikov & family;56;Russia;Moscow;Liquor stores, supermarkets;Fashion & Retail;Russia;;TRUE;R;M;3/24/1967 0:00;Studennikov;Sergei;;04/04/2023 05:01;1967;3;24;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
1905;1500;Su Suyu & family;74;China;Shantou;Utilities, real estate;Real Estate;China;;TRUE;D;F;11/24/1948 0:00;Su;Suyu;;04/04/2023 05:01;1948;11;24;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Kevin Systrom;39;United States;San Francisco;Instagram;Technology;United States;Instagram;TRUE;E;M;12/30/1983 0:00;Systrom;Kevin;Cofounder;04/04/2023 05:01;1983;12;30;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Tan Lili;;China;Guangzhou;Feed;Food & Beverage;China;;TRUE;D;F;;Tan;Lili;;04/04/2023 05:01;;;;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Tang Binsen;40;China;Beijing;Beverages;Food & Beverage;China;;TRUE;E;M;12/12/1982 00:00;Tang;Binsen;;04/04/2023 05:01;1982;12;12;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Tang Rui;;China;Shanghai;Semiconductors;Technology;China;;TRUE;N;M;;Tang;Rui;;04/04/2023 05:01;;;;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Prachak Tangkaravakoon;79;Thailand;Bangkok;Paints;Manufacturing;Thailand;;TRUE;U;M;3/26/1944 0:00;Tangkaravakoon;Prachak;;04/04/2023 05:01;1944;3;26;113.27;0.7;$543,649,976,166 ;49.3;99.8;76.9;14.9;29.5;69625582;15.870.032;100.992.541
1905;1500;Jeff Tangney;50;United States;Palo Alto;Healthcare IT;Healthcare;United States;Doximity;TRUE;D;M;08/09/1972 00:00;Tangney;Jeff;CEO;04/04/2023 05:01;1972;8;9;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Yuequn Tao;63;China;Hefei;Contact Lens;Fashion & Retail;China;;TRUE;D;M;01/01/1960 00:00;Tao;Yuequn;;04/04/2023 05:01;1960;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;David Teoh;67;Australia;Sydney;Telecom;Telecom;Australia;;TRUE;D;M;01/01/1956 00:00;Teoh;David;;04/04/2023 05:01;1956;1;1;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
1905;1500;Carmen Thyssen;79;Andorra;;Investments, art;Manufacturing;Spain;;FALSE;U;F;4/23/1943 0:00;Thyssen;Carmen;;04/04/2023 05:01;1943;4;23;;;$3,154,057,987 ;;106.4;;;;77142;42.506.285;1.521.801
1905;1500;Tran Ba Duong & family;63;Vietnam;Ho Chi Minh City;Automotive;Automotive;Vietnam;;TRUE;D;M;04/01/1960 00:00;Tran;Ba Duong;;04/04/2023 05:01;1960;4;1;163.52;2.8;$261,921,244,843 ;28.5;110.6;75.3;19.1;37.6;96462106;14.058.324;108.277.199
1905;1500;Kenny Troutt;75;United States;Dallas;Telecom;Telecom;United States;;TRUE;E;M;01/08/1948 00:00;Troutt;Kenny;;04/04/2023 05:01;1948;1;8;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Jens von Bahr;52;Sweden;Stockholm;Gambling products;Gambling & Casinos;Sweden;;TRUE;U;M;2/22/1971 0:00;von Bahr;Jens;;04/04/2023 05:01;1971;2;22;110.51;1.8;$530,832,908,738 ;67;126.6;82.5;27.9;49.1;10285453;60.128.161;18.643.501
1905;1500;Wang Junmin;54;China;Chengdu;Pharmaceuticals;Healthcare;China;;TRUE;U;M;12/12/1968 00:00;Wang;Junmin;;04/04/2023 05:01;1968;12;12;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Weng Xianding;61;China;Shenzhen;Medical devices;Healthcare;China;;TRUE;U;M;11/28/1961 0:00;Weng;Xianding;;04/04/2023 05:01;1961;11;28;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1905;1500;Farris Wilks;71;United States;Cisco;Natural gas;Energy;United States;;TRUE;U;M;02/09/1952 00:00;Wilks;Farris;;04/04/2023 05:01;1952;2;9;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1905;1500;Gordon Wu;87;Hong Kong;Hong Kong;Real estate;Real Estate;Hong Kong;;TRUE;D;M;12/03/1935 00:00;Wu;Gordon;;04/04/2023 05:01;1935;12;3;;;;;;;;;;;
1905;1500;Xiong Wu;47;China;Shenzhen;Software;Technology;China;;TRUE;E;M;01/01/1976 00:00;Xiong;Wu;;04/04/2023 05:01;1976;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
